# event# KE_neutrino(MeV) cos(theta_e+)_wrt_neutrino_momentum_direction KE_e+(MeV) cos(theta_neutron)_wrt_neutrino_momentum_direction KE_neutron(MeV)
       651  2.451   -0.4627262526    0.6414424188    0.9544416618  0.005011581228
       652  2.452    0.7241975758    0.6456426026    0.9217260928  0.001811397423
       653  2.453    0.1455020839    0.6450735381    0.9133973308  0.003380461914
       654  2.454    0.6847419147    0.6475334889     0.917003616   0.00192051114
       655  2.455    0.1806934499    0.6471625166    0.9116221416  0.003291483391
       656  2.456   -0.9369760077    0.6451316838    0.9944590015   0.00632231622
       657  2.457    0.1138431686    0.6489743624    0.9144962795  0.003479637595
       658  2.458 -0.004401329439    0.6496489004    0.9209361573  0.003805099592
       659  2.459  -0.01996056177    0.6506026093    0.9217916488  0.003851390694
       660   2.46    -0.131602854    0.6512939272    0.9289810539  0.004160072836
       661  2.461    0.8079731893    0.6548642985    0.9340111489  0.001589701475
       662  2.462   0.05137316138    0.6537862104    0.9173103044  0.003667789581
       663  2.463    0.4363226118    0.6558399614    0.9047828106  0.002614038577
       664  2.464   -0.3390429621    0.6547073454    0.9439679132  0.004746654635
       665  2.465    -0.977309492    0.6539529809    0.9979853743  0.006501019126
       666  2.466   -0.4616981861    0.6563597745    0.9536525012  0.005094225565
       667  2.467    0.6894941344    0.6605323378    0.9157215527  0.001921662189
       668  2.468   -0.9102108306    0.6571140223    0.9920258497  0.006339977664
       669  2.469    0.3907402097    0.6617008793    0.9041736051  0.002753120695
       670   2.47   -0.6503400933    0.6598158371    0.9693090697  0.005638162946
       671  2.471   -0.4022049699     0.661495844    0.9485831954  0.004958156016
       672  2.472   -0.6383221271    0.6618361371    0.9682189612  0.005617862944
       673  2.473     0.544709444    0.6661213787    0.9053053303   0.00233262127
       674  2.474   -0.9035583558    0.6630872975    0.9913901829  0.006366702474
       675  2.475   -0.1794197042    0.6660946458    0.9312121965  0.004359354169
       676  2.476    0.5343868416    0.6690873904    0.9045601975   0.00236660962
       677  2.477   -0.2130158246    0.6679914911    0.9335341847  0.004462508878
       678  2.478   -0.4852212877    0.6682252135    0.9550466207  0.005228786494
       679  2.479    0.1715740687    0.6710615534    0.9094083159  0.003392446568
       680   2.48    0.8208186282    0.6738889628    0.9344605509  0.001565037251
       681  2.481      -0.6075609    0.6708643185    0.9652924945  0.005589681513
       682  2.482   0.05252256757    0.6737160658    0.9153163218  0.003737934148
       683  2.483    0.9820705815    0.6773449758    0.9901373223   0.00110902426
       684  2.484   0.03559766011    0.6756608226    0.9161227814  0.003793177378
       685  2.485   -0.8403523434    0.6741825025     0.985642387  0.006271497554
       686  2.486   -0.9630728411    0.6748290326    0.9966606109  0.006624967455
       687  2.487   -0.8685298427    0.6760882792    0.9881413025  0.006365720789
       688  2.488      0.49002863    0.6809400869    0.9019277301  0.002513913126
       689  2.489    0.8394464948    0.6829371512    0.9377413048  0.001516848854
       690   2.49    0.7383118472    0.6836468883    0.9185841725  0.001807111747
       691  2.491   -0.2683927394    0.6817668657    0.9368135548  0.004687134281
       692  2.492    0.1696770797    0.6840144025    0.9081048276  0.003439597538
       693  2.493    0.8718640488    0.6870284782    0.9459742933  0.001425521795
       694  2.494     -0.29454323    0.6846769558    0.9386803254  0.004777044171
       695  2.495    0.8635309753    0.6890036887    0.9433939037  0.001450311288
       696  2.496   -0.5190940481     0.686022368    0.9571487373  0.005431632025
       697  2.497   -0.1502049086     0.688076795    0.9274559128  0.004377204955
       698  2.498     0.069206669    0.6897049899    0.9128113415   0.00374901013
       699  2.499   -0.8239619094    0.6881270804    0.9839811798  0.006326919611
       700    2.5   -0.6689085332    0.6895663476    0.9700797375  0.005887652425
       701  2.501   -0.2938885493    0.6916429463     0.938201993  0.004811053707
       702  2.502    0.3237839346    0.6944297041    0.9012504815  0.003024295953
       703  2.503   -0.9246429461    0.6918069522    0.9930927453  0.006647047788
       704  2.504    0.5707383552    0.6971447378    0.9020966905  0.002309262183
       705  2.505    0.6964206877    0.6985106138    0.9113285946  0.001943386183
       706  2.506    0.7212473224    0.6995822454    0.9141695199  0.001871754643
       707  2.507    -0.626405946    0.6966433532    0.9661129873  0.005810646819
       708  2.508   -0.1325206789    0.6990783922    0.9253329549  0.004375607845
       709  2.509    0.4859819296    0.7018876255    0.8990874264  0.002566374496
       710   2.51   -0.4299031128    0.7001984694    0.9489273229  0.005255530566
       711  2.511   -0.9592308579    0.6996441407    0.9962335768  0.006809859308
       712  2.512    0.7776762443    0.7057430098    0.9220166996  0.001710990184
       713  2.513    0.6298421426    0.7063049468    0.9042320941   0.00214905327
       714  2.514   -0.4315664675    0.7041706917    0.9488785274  0.005283308315
       715  2.515    0.6837311424    0.7084620018    0.9086221702  0.001991998251
       716  2.516   -0.2610911108    0.7066624756     0.934653241  0.004791524447
       717  2.517    0.7375016287    0.7106196405    0.9149258035  0.001834359511
       718  2.518   -0.7071816768    0.7073329086    0.9730565592  0.006121091452
       719  2.519    0.7066456997    0.7125257245    0.9106253252  0.001928275519
       720   2.52    0.6631319881    0.7133947034    0.9059574336  0.002059296623
       721  2.521   -0.0552423792    0.7122498216     0.918762663  0.004204178443
       722  2.522    0.9685162418    0.7163075072    0.9819268079  0.001146492856
       723  2.523    0.3362923572    0.7154118473    0.8984206442  0.003042152769
       724  2.524    0.1173940604    0.7157536429    0.9075186622  0.003700357124
       725  2.525    0.2649987997    0.7171927359    0.9004210335  0.003261264144
       726  2.526    0.7154730484     0.719544851    0.9107737297  0.001909148969
       727  2.527    0.7634506915    0.7206885454    0.9176490307  0.001765454655
       728  2.528   -0.6646372629    0.7173914398    0.9689444356  0.006062560203
       729  2.529   -0.5372988903    0.7187668452    0.9574556772  0.005687154771
       730   2.53   -0.7401856557    0.7191510739    0.9758081394  0.006302926112
       731  2.531   -0.0541653526    0.7222108883    0.9178654631  0.004243111726
       732  2.532     -0.24247777    0.7226376957    0.9321424604  0.004816304364
       733  2.533   -0.8442718005    0.7218161888     0.985402214  0.006637811268
       734  2.534    0.2927794089    0.7262509943    0.8984068265  0.003203005699
       735  2.535   -0.5344466548      0.72473815    0.9569765912  0.005715850006
       736  2.536    0.5382863376    0.7289937309    0.8966047248  0.002460269156
       737  2.537   -0.8004206205    0.7259190731    0.9812605102  0.006534926945
       738  2.538    0.6322417678    0.7312776289    0.9010068482  0.002176371112
       739  2.539 -0.002647035755    0.7303342776    0.9136116238   0.00411972241
       740   2.54    0.9271818656    0.7341807165    0.9614454892  0.001273283505
       741  2.541    0.1990402858    0.7329440085    0.9015044253  0.003509991475
       742  2.542   -0.9860740793     0.730316298    0.9986796714   0.00713770197
       743  2.543   0.06693829363    0.7345317874    0.9086959798  0.003922212616
       744  2.544   -0.8067910224    0.7328482398    0.9817502037  0.006605760157
       745  2.545   -0.6341674621    0.7343699301    0.9656883243  0.006084069904
       746  2.546    0.4800645718    0.7387959095    0.8941937765  0.002658090513
       747  2.547   -0.2266197619    0.7376112017    0.9298934093  0.004842798293
       748  2.548    0.3469816609    0.7403795455    0.8951749044  0.003074454457
       749  2.549   -0.1773329377    0.7397535822    0.9257919266  0.004700417791
       750   2.55   -0.5790130594    0.7395068722    0.9604767191  0.005947127799
       751  2.551   -0.4978170888     0.740751564    0.9530703635  0.005702436012
       752  2.552    -0.199931398    0.7426691001    0.9273996068  0.004784899922
       753  2.553    0.4133668295    0.7455735872    0.8933799766  0.002880412804
       754  2.554    0.5109536275    0.7468761327     0.893574406  0.002577867264
       755  2.555    -0.105431112    0.7459489917    0.9197537778  0.004505008256
       756  2.556    -0.228318084    0.7465610005    0.9294550432  0.004892999478
       757  2.557    -0.116875344    0.7479042284    0.9204822768  0.004549771667
       758  2.558   -0.4572146782    0.7478354908    0.9491290267  0.005618509161
       759  2.559   -0.9812032101    0.7471931054    0.9981943495  0.007260894629
       760   2.56    0.4287392762    0.7526057145    0.8923764134  0.002848285485
       761  2.561    0.6186308046    0.7542024769    0.8969661916  0.002251523063
       762  2.562  -0.08054004097    0.7529958258    0.9173293747  0.004458174234
       763  2.563   -0.4657568256    0.7527787529    0.9496841804   0.00567524711
       764  2.564    0.9930797634    0.7583860228    0.9953493747  0.001067977241
       765  2.565   -0.7423521308    0.7538953865    0.9753121032  0.006558613554
       766  2.566    0.9376132637    0.7602096342    0.9643443811  0.001244365761
       767  2.567    0.3705721595    0.7594050036    0.8923622779  0.003048996449
       768  2.568    0.5506706997    0.7609757117     0.892749998  0.002478288346
       769  2.569    0.6758102835    0.7623731425    0.9005517231  0.002080857515
       770   2.57   -0.1172488993    0.7608437607    0.9195520508  0.004610239255
       771  2.571   -0.2143618041    0.7615300157     0.927338429  0.004923984334
       772  2.572   -0.3788813041    0.7620009829    0.9414773353   0.00545301706
       773  2.573    0.6902874103    0.7664146454    0.9015315516  0.002039354647
       774  2.574    0.0126863881    0.7652410161    0.9095448592  0.004212983862
       775  2.575  -0.08448242536    0.7659257549    0.9166322616  0.004528245103
       776  2.576   -0.5362004973    0.7654749664    0.9556317692  0.005979033587
       777  2.577    0.8778873314    0.7710153399    0.9395408209  0.001438660123
       778  2.578    0.5508779716    0.7709587134    0.8914393632  0.002495286651
       779  2.579    0.6080192784    0.7721416015    0.8938957518  0.002312398515
       780   2.58   0.08552264422    0.7714516879    0.9040924527  0.004002312068
       781  2.581    0.5267339032    0.7738751839    0.8903804381  0.002578816097
       782  2.582     0.258938977    0.7740054524    0.8943536046  0.003448547595
       783  2.583   -0.3408387089    0.7730612173    0.9375345029  0.005392782748
       784  2.584     0.183223675    0.7757536593     0.897868988  0.003700340748
       785  2.585   -0.3495214428    0.7750219849    0.9382039202  0.005432015123
       786  2.586    0.3491864996    0.7782872297    0.8906485426  0.003166770323
       787  2.587   -0.9197161919    0.7751622465    0.9921343424  0.007291753511
       788  2.588   -0.5171971223    0.7774602322    0.9534223828  0.005993767845
       789  2.589     0.979106972     0.783342802    0.9858981546  0.001111197986
       790   2.59  -0.06996937562    0.7809061361    0.9143653266  0.004547863971
       791  2.591    0.9215153758    0.7851534124    0.9552199181   0.00130058766
       792  2.592    0.7355169593    0.7855409327    0.9048209817  0.001913067338
       793  2.593    0.8311699163      0.78685513    0.9238746742  0.001598870062
       794  2.594   0.07504494628    0.7853646602    0.9035064396  0.004089339813
       795  2.595   -0.7283786135    0.7837241566    0.9733778482  0.006729843441
       796  2.596      0.31390663    0.7881443964    0.8906226048  0.003309603647
       797  2.597   -0.6857602536    0.7858496057    0.9692053288   0.00660439437
       798  2.598   -0.5324837924    0.7873466729    0.9544975206  0.006107327122
       799  2.599    0.5005153036    0.7917542871    0.8876056604  0.002699712968
       800    2.6  0.005583978724    0.7911117922    0.9078633399    0.0043422078
       801  2.601   -0.4593703928    0.7905690033    0.9475052462  0.005884996718
       802  2.602   -0.4331289441    0.7916497347    0.9450172552  0.005804265331
       803  2.603    0.2483594688    0.7949066072    0.8925822279  0.003547392804
       804  2.604   -0.1244181432    0.7946629718     0.917677417  0.004791028197
       805  2.605    0.5100960829    0.7977742186    0.8869709058  0.002679781381
       806  2.606   0.04543934809    0.7972199566    0.9044843622  0.004234043462
       807  2.607   0.01426525554     0.798111868    0.9066439932  0.004342131995
       808  2.608    0.1766888225    0.7996511709    0.8958340282  0.003802829111
       809  2.609    0.7648452013    0.8026224803    0.9074173771  0.001831519747
       810   2.61    0.4004000966    0.8023955895    0.8866349131  0.003058410476
       811  2.611    0.4486230817    0.8035554127     0.885937491  0.002898587321
       812  2.612   0.05065437872    0.8032136567    0.9035960886  0.004240343317
       813  2.613   -0.9002448232    0.8010180148    0.9900455463  0.007435985203
       814  2.614 -0.0008268631063    0.8050322557    0.9071858987  0.004421744322
       815  2.615   -0.8383855904    0.8032095681    0.9838719789  0.007244431927
       816  2.616   -0.1027034861    0.8066798635     0.915042502  0.004774136506
       817  2.617    -0.111296847    0.8076461945    0.9156767613  0.004807805509
       818  2.618    0.6540110176      0.81123753    0.8919993077  0.002216470001
       819  2.619   -0.8023025864    0.8073002285    0.9802331186  0.007153771553
       820   2.62  0.003849060275    0.8110230101    0.9063443541  0.004430989898
       821  2.621  -0.08620485291    0.8117127799    0.9133327533  0.004741220147
       822  2.622    0.8565371418    0.8159245447    0.9279161548  0.001529455331
       823  2.623    0.7345540533    0.8165063191    0.9006396757  0.001947680941
       824  2.624   -0.4487891691    0.8134638182    0.9455541566  0.005990181827
       825  2.625    0.3589731306    0.8172167853    0.8858655472  0.003237214754
       826  2.626   -0.8076724284    0.8142284836    0.9806716992  0.007225516431
       827  2.627     0.494566177    0.8196771231    0.8840051098  0.002776876886
       828  2.628    0.1833828618     0.819605633    0.8934751862  0.003848367044
       829  2.629   -0.6775896195    0.8176501369    0.9676605505  0.006803863099
       830   2.63   0.09522829531    0.8212954493    0.8989038678  0.004158550658
       831  2.631    0.5403895923    0.8238270855    0.8842545744  0.002626914479
       832  2.632    0.9301437289    0.8261746384    0.9562235784  0.001279361617
       833  2.633  0.003757833503    0.8239682667    0.9052946782  0.004485733346
       834  2.634    0.8949753228     0.828052075    0.9403551972  0.001401925041
       835  2.635   -0.2499059131     0.825082882    0.9265180892  0.005371118032
       836  2.636   -0.4603375089    0.8253501781    0.9461703853  0.006103821904
       837  2.637   -0.9569616043    0.8246288095    0.9956293874  0.007825190533
       838  2.638   -0.9822563715    0.8255331222    0.9981963256  0.007920877832
       839  2.639    0.2797500896     0.830903516    0.8872997244  0.003550483958
       840   2.64   -0.8298531394    0.8280438607    0.9827246242   0.00741013928
       841  2.641    0.7804479497    0.8346484557    0.9063446693  0.001805544339
       842  2.642   -0.2475526696    0.8320539068    0.9259005648  0.005400093221
       843  2.643     -0.95697637    0.8305785531    0.9956132892  0.007875446901
       844  2.644     0.767688117    0.8376010821    0.9034906981   0.00185291789
       845  2.645    0.7234493457    0.8384445044    0.8961651817  0.002009495626
       846  2.646    0.7981472877    0.8397066355    0.9095024115  0.001747364509
       847  2.647    -0.194828351    0.8372122391    0.9208541457  0.005241760913
       848  2.648   -0.5122703752    0.8370933376    0.9507715827  0.006360662383
       849  2.649  -0.05282067927    0.8397016217    0.9085356723  0.004752378313
       850   2.65    0.9375257231    0.8441974794    0.9587674665  0.001256520624
       851  2.651    0.6438202518    0.8441557428    0.8868097006  0.002298257169
       852  2.652   -0.4191164616    0.8413956601    0.9415268536  0.006058339934
       853  2.653    -0.216952092     0.843103456    0.9224775276  0.005350543969
       854  2.654    -0.929421342    0.8415831956    0.9927537353   0.00787080443
       855  2.655    0.3271368858    0.8470234374    0.8835750671  0.003430562567
       856  2.656   -0.8376331734    0.8438907839    0.9833326243  0.007563216109
       857  2.657   -0.8914931593    0.8446923766    0.9888436877  0.007761623367
       858  2.658   -0.4214386875    0.8473508721    0.9414962591  0.006103127907
       859  2.659  -0.06148919044    0.8496258156    0.9085119919  0.004828184435
       860   2.66   -0.8729804149    0.8477336198    0.9869182742  0.007720380244
       861  2.661   -0.5747457356    0.8497864302    0.9565481773  0.006667569775
       862  2.662    0.2622683845    0.8537710873    0.8857272504  0.003682912729
       863  2.663   -0.6374582727    0.8515490604    0.9628117882  0.006904939653
       864  2.664    0.4775111033    0.8565384565    0.8793612728  0.002915543562
       865  2.665    0.9979247735    0.8594132586    0.9982845703  0.001040741405
       866  2.666    0.5027363729    0.8586250349    0.8792150053  0.002828965136
       867  2.667     0.206110565    0.8585530049    0.8883159041  0.003900995086
       868  2.668    0.7018443272    0.8613410416    0.8903319928  0.002112958412
       869  2.669  -0.05727061396    0.8595955091    0.9074267123   0.00485849091
       870   2.67   0.09306490142    0.8611341006    0.8955249699  0.004319899416
       871  2.671    0.5442444328    0.8637652405    0.8792649886  0.002688759507
       872  2.672    0.9633381013    0.8662879968    0.9727598937  0.001166003182
       873  2.673     0.253164059    0.8647035082    0.8850709887  0.003750491852
       874  2.674    0.3293277384    0.8659772903     0.881413678  0.003476709752
       875  2.675   0.03647508053    0.8659088907    0.8993614182  0.004545109299
       876  2.676    0.1413896331    0.8672867191    0.8915945062  0.004167280897
       877  2.677   -0.3341164896    0.8665516708    0.9321593387  0.005902329193
       878  2.678   -0.2392677539    0.8678912564    0.9230773053  0.005562743583
       879  2.679    0.1698425366    0.8703796667    0.8894241228  0.004074333365
       880   2.68   -0.0132829342    0.8707061863     0.902949301  0.004747813743
       881  2.681    0.9535715636    0.8752515864    0.9660956951  0.001202413645
       882  2.682  -0.06034875568      0.87252496    0.9067432278  0.004929039975
       883  2.683    0.2704644972    0.8747351462    0.8831468171  0.003718853789
       884  2.684   -0.1165614384    0.8743093598    0.9114995767  0.005144640202
       885  2.685    0.9095299225    0.8790882679    0.9420735188  0.001365732124
       886  2.686    0.4574833363    0.8784160878    0.8767989391  0.003037912206
       887  2.687     -0.84414723    0.8746198197    0.9836737458   0.00783418029
       888  2.688    0.4553231848    0.8804034843    0.8765804316  0.003050515736
       889  2.689   -0.6028325944    0.8774917094    0.9585917408  0.006962290597
       890   2.69     0.431562305     0.882310682    0.8766550336   0.00314331799
       891  2.691    0.3319107154    0.8829381694    0.8794688297  0.003515830591
       892  2.692   -0.9841686892    0.8790629834    0.9983340199  0.008391016616
       893  2.693    0.1763764778    0.8843538754    0.8876899911  0.004100124607
       894  2.694    0.1041618292     0.885081556     0.892634359  0.004372444016
       895  2.695   0.09619974857    0.8860480112    0.8931376886  0.004405988771
       896  2.696   0.05411822489    0.8868871654    0.8962709161  0.004566834633
       897  2.697    -0.673554169    0.8851727211    0.9657087846  0.007281278933
       898  2.698   0.03448910685    0.8888055828    0.8976652684  0.004648417178
       899  2.699    0.2619848112    0.8906531423    0.8819644566   0.00380085772
       900    2.7  0.005704803392    0.8906893623    0.8998505389  0.004764637674
       901  2.701   -0.1393672284    0.8911412952    0.9124384806  0.005312704844
       902  2.702   -0.2707102518    0.8916438716    0.9247547338  0.005810128386
       903  2.703     0.323344477    0.8948714044    0.8785447017  0.003582595568
       904  2.704    0.3523415709     0.895977823    0.8772592455   0.00347617699
       905  2.705   -0.5069223163    0.8937393845    0.9482477649  0.006714615491
       906  2.706    0.9548588502    0.9002540333    0.9655448693  0.001199966716
       907  2.707    0.1519776303     0.898211617    0.8880573631  0.004242383054
       908  2.708    0.2076529814    0.8994186514     0.884266349  0.004035348638
       909  2.709   -0.7701210701    0.8967205001    0.9756144049  0.007733499901
       910   2.71    0.8998914747    0.9040441416    0.9354124463  0.001409858422
       911  2.711    -0.237601493    0.9007190768    0.9210707016  0.005734923181
       912  2.712    0.5288930926    0.9046279124    0.8738504572  0.002826087625
       913  2.713    0.1686030212    0.9042527062    0.8863652443  0.004201293773
       914  2.714    0.6467929771    0.9070744374    0.8788531282   0.00237956257
       915  2.715    0.3413222437    0.9069049016    0.8765040277  0.003549098396
       916  2.716   -0.9727134663    0.9028966924    0.9970868405  0.008557307586
       917  2.717   -0.1512275916    0.9070160097    0.9125218469  0.005437990266
       918  2.718   -0.6458280552    0.9061234813    0.9623247604  0.007330518758
       919  2.719    0.2806767798    0.9106607297    0.8789429622  0.003793270344
       920   2.72  -0.09103522263    0.9102314165    0.9067928698  0.005222583461
       921  2.721   -0.3401666773    0.9102714645    0.9306572001  0.006182535551
       922  2.722   -0.8488714639    0.9093175122    0.9838220562  0.008136487784
       923  2.723   -0.5721574076    0.9113694208      0.95444966  0.007084579172
       924  2.724    -0.382356287    0.9130914925    0.9347840218  0.006362507508
       925  2.725   -0.5875164932    0.9132964388    0.9560063934  0.007157561215
       926  2.726    0.2358665364    0.9174654116    0.8807953171  0.003988588429
       927  2.727  -0.04773633042    0.9173650124    0.9024309808  0.005088987568
       928  2.728   -0.9278085483    0.9149643515    0.9922395893  0.008489648489
       929  2.729   -0.3572218777    0.9181579951    0.9320119468  0.006296004875
       930   2.73    0.4046368334    0.9221080434     0.872677042  0.003345956663
       931  2.731    -0.900050432    0.9180457871    0.9892385117  0.008408212873
       932  2.732  -0.01729625976     0.922460173    0.8993975206  0.004993827044
       933  2.733    0.3111556927    0.9247355146    0.8759630497  0.003718485372
       934  2.734   -0.4451331594    0.9227860329    0.9408260809   0.00666796715
       935  2.735   0.07234024676    0.9257964777    0.8916507482  0.004657522278
       936  2.736    0.0299997977    0.9266269109    0.8950511545  0.004827089145
       937  2.737    0.1251132297      0.92799479    0.8873701509  0.004459209991
       938  2.738    0.8360651243     0.931783101     0.908559896  0.001670898985
       939  2.739    0.7005258258    0.9322485689    0.8809804425  0.002205431055
       940   2.74    0.2039353633    0.9312928383    0.8814972439  0.004161161726
       941  2.741    0.3871854758    0.9330106767    0.8719850087  0.003443323347
       942  2.742   -0.3674110174    0.9310394007    0.9324761696  0.006414599318
       943  2.743   -0.6901462423    0.9307664426    0.9664932792  0.007687557403
       944  2.744    0.1021706476    0.9348771233    0.8885433551   0.00457687675
       945  2.745    0.5416645049     0.937611464    0.8700266566  0.002842535991
       946  2.746     0.355179192    0.9378704353    0.8726258327   0.00358356471
       947  2.747    0.0652704644    0.9377190796    0.8912598537  0.004734920439
       948  2.748   -0.8758525066    0.9349965473    0.9865026504  0.008457452749
       949  2.749   -0.5271903374    0.9373647126    0.9489203932  0.007089287374
       950   2.75    -0.421436673     0.938776466    0.9377416442  0.006677533976
       951  2.751   -0.6150770108    0.9390029241    0.9582490749   0.00745107591
       952  2.752    0.4587112325    0.9442663817    0.8690551142    0.0031876183
       953  2.753   -0.1070777006    0.9430075736    0.9061023916  0.005446426395
       954  2.754    0.7130513974      0.94727973    0.8806622456  0.002174269966
       955  2.755    0.9766177535    0.9493364723    0.9791893127   0.00111752772
       956  2.756    0.1686566295    0.9470951202    0.8824938301   0.00435887981
       957  2.757   -0.8924999181    0.9438542954    0.9882513868  0.008599704593
       958  2.758    0.4355257819    0.9501589418     0.868775551  0.003295058216
       959  2.759    0.5285299579     0.951530626    0.8681303238  0.002923374054
       960   2.76    0.6999419248    0.9532195447    0.8782213308  0.002234455363
       961  2.761   -0.9824478989    0.9474606218    0.9980771533   0.00899337816
       962  2.762   -0.6214496931    0.9498973288    0.9586630413   0.00755667118
       963  2.763    0.1810468277    0.9541190998    0.8809799584   0.00433490017
       964  2.764    0.2840605336    0.9555315923    0.8742550894  0.003922407733
       965  2.765   -0.1559704896    0.9547506128    0.9100481294  0.005703387171
       966  2.766    0.7878293083    0.9595688481    0.8924086097  0.001885151933
       967  2.767   -0.5839819047    0.9550117524    0.9544817637  0.007442247551
       968  2.768    0.1350169601    0.9589140493    0.8839696379  0.004539950706
       969  2.769    -0.645138646    0.9567502578    0.9610688807  0.007703742182
       970   2.77   -0.7374207126     0.957369626    0.9711297191  0.008084374044
       971  2.771    0.7053695121    0.9642275805    0.8774928548  0.002226419455
       972  2.772   0.09316278715    0.9627280057    0.8869677181  0.004725994325
       973  2.773   -0.3846800858    0.9617784017    0.9329580069  0.006675598262
       974  2.774   -0.2899911315    0.9631576156    0.9230327518   0.00629638444
       975  2.775    0.1725291307    0.9660401796    0.8805345898  0.004413820382
       976  2.776    0.8362657884    0.9697590882    0.9042481734  0.001694911841
       977  2.777    0.6579408296    0.9700249978    0.8717320043  0.002429002255
       978  2.778    0.7361206003    0.9713453139    0.8809895088  0.002108686111
       979  2.779   -0.1564875194    0.9686753174    0.9092688667  0.005778682653
       980   2.78    0.4240864343    0.9720567226    0.8665912765  0.003397277383
       981  2.781   -0.3588489392    0.9698340598    0.9298972887  0.006619940249
       982  2.782    0.8036333495    0.9756200781    0.8942620761  0.001833921855
       983  2.783    0.4072825848    0.9749795682    0.8667491276  0.003474431839
       984  2.784    0.8814787581    0.9779413334    0.9200896622  0.001512666631
       985  2.785   -0.2255054261    0.9743590651    0.9158606026  0.006094934901
       986  2.786    -0.478265461    0.9743106226    0.9424678006   0.00714337743
       987  2.787   -0.0229062927    0.9771859408    0.8959692341  0.005268059202
       988  2.788    0.6425106763    0.9809443766    0.8691175928  0.002509623372
       989  2.789    -0.820875776    0.9758747186    0.9800793295  0.008579281418
       990   2.79   -0.4323697812    0.9784736997    0.9373738097  0.006980300357
       991  2.791   -0.5016991766    0.9791797168    0.9448445086   0.00727428321
       992  2.792     0.820444826    0.9856822346    0.8976153086  0.001771765424
       993  2.793    0.7473483239     0.986375353    0.8809665707  0.002078647014
       994  2.794    0.9978146283    0.9884250138    0.9977540359  0.001028986158
       995  2.795   -0.9215569817    0.9814064591    0.9912459206  0.009047540915
       996  2.796    0.4842283861    0.9882676101     0.863714363  0.003186389873
       997  2.797   -0.9009995721    0.9834743772     0.988939878   0.00897962278
       998  2.798    0.8692948618    0.9918835774    0.9135737001  0.001570422613
       999  2.799  -0.01844829228    0.9891486989    0.8947204531   0.00530530114
      1000    2.8    0.5215468309    0.9924155857    0.8631943484  0.003038414312
      1001  2.801   -0.1566413101    0.9905586692    0.9079985493  0.005895330835
      1002  2.802    0.1496588672    0.9928426169    0.8799542915  0.004611383152
      1003  2.803   -0.3299100203    0.9918190601    0.9258715501  0.006634939899
      1004  2.804    0.5442505791    0.9965031056    0.8629636708   0.00295089446
      1005  2.805   -0.3044575728    0.9939141096     0.923078461  0.006539890393
      1006  2.806   -0.1463090018    0.9955757791    0.9066688686  0.005878220901
      1007  2.807    0.4495233595    0.9990947819    0.8629906132  0.003359218118
      1008  2.808   0.02969680214     0.998310729    0.8896637848  0.005143271017
      1009  2.809   -0.4147872617    0.9974231718     0.934759219   0.00703082817
      1010   2.81    0.6769414172     1.003056495    0.8693357525  0.002397505217
      1011  2.811    0.5032696254     1.003313997    0.8618833411  0.003140003017
      1012  2.812    0.2724770377     1.003327129     0.870298786  0.004126871005
      1013  2.813    0.8039277024     1.006595787    0.8905958188  0.001858212761
      1014  2.814   -0.1309898319     1.003598869    0.9046579008  0.005855130895
      1015  2.815    0.1365681174     1.005736096    0.8799196333  0.004717904298
      1016  2.816    0.8504669536     1.009793272    0.9044791927  0.001660727561
      1017  2.817    0.6601129943      1.00997418    0.8668923167   0.00247982017
      1018  2.818    0.5968553619     1.010700598     0.862774655  0.002753401891
      1019  2.819   -0.5785352886     1.006657797    0.9525023451  0.007796202697
      1020   2.82   -0.8057231675     1.006679401    0.9780337321  0.008774598923
      1021  2.821   -0.7876107837     1.007748476    0.9759749721  0.008705524416
      1022  2.822    0.5884788372      1.01465718    0.8619555537  0.002796819677
      1023  2.823    0.6753909974     1.016031193    0.8675521565  0.002422807467
      1024  2.824   -0.1299777743     1.013550991    0.9039633598  0.005903008614
      1025  2.825   -0.8111648932     1.011614109    0.9785927303  0.008839890997
      1026  2.826    0.5517231282     1.018490354     0.860477906  0.002963646048
      1027  2.827   -0.5661191526     1.014652702    0.9509015098  0.007801298181
      1028  2.828   -0.5249077035     1.015823275    0.9462622075  0.007630724572
      1029  2.829    0.4484357396     1.021035035     0.860585049  0.003418964813
      1030   2.83    0.9833869901     1.024364921    0.9829800545  0.001089078764
      1031  2.831    0.6355691785      1.02384588    0.8632814915   0.00260812033
      1032  2.832   -0.2240342428     1.021100426    0.9132550158  0.006353573883
      1033  2.833    0.1515780305     1.023729871    0.8772152372  0.004724129467
      1034  2.834    0.8379734387     1.027727405    0.8981352599  0.001726595263
      1035  2.835   -0.4171985388     1.023242153    0.9340521502  0.007211846746
      1036  2.836   -0.8594797733     1.022311338    0.9839789427  0.009142661904
      1037  2.837  -0.05111568375     1.026827463    0.8952892773  0.005626536949
      1038  2.838    0.0568293184     1.028295147    0.8849976765  0.005158853321
      1039  2.839    0.3381392257      1.03052518    0.8638615396  0.003928820149
      1040   2.84   -0.1289104689     1.029471672    0.9029146297  0.005982328157
      1041  2.841   -0.4844898186     1.028907759    0.9413395172  0.007546240819
      1042  2.842  -0.04994976427      1.03180811    0.8948503661  0.005645889766
      1043  2.843     0.263952625     1.034185791    0.8679533674  0.004268208543
      1044  2.844    0.7856207443     1.037488696     0.882339937  0.001965303708
